,epoch,train_loss,valid_loss,train_acc,valid_acc
118,118,0.5195930850505829,0.5738560855388641,0.75375,0.7064676616915423
119,119,0.5197681736946106,0.576474164213453,0.7625,0.6965174129353234
120,120,0.5248379957675934,0.572860836982727,0.7525,0.7064676616915423
121,121,0.5207173776626587,0.5734558020319257,0.75875,0.7064676616915423
122,122,0.521399747133255,0.5734325306756156,0.75375,0.7014925373134329
123,123,0.5188740217685699,0.5730802459376199,0.755,0.7014925373134329
124,124,0.518193531036377,0.5748789651053292,0.76625,0.6915422885572139
125,125,0.5217676782608032,0.5811227304594857,0.7525,0.681592039800995
126,126,0.5185991966724396,0.5737507769039699,0.7625,0.7014925373134329
127,127,0.5178605842590333,0.5761616953781673,0.76,0.6915422885572139
128,128,0.5174629020690918,0.576742729970387,0.76625,0.6915422885572139
129,129,0.5164455306529999,0.5748955437115261,0.7625,0.6965174129353234
130,130,0.5165876829624176,0.5763353109359741,0.75375,0.7014925373134329
131,131,0.5163899075984955,0.5753252676555088,0.76625,0.7014925373134329
132,132,0.5196652710437775,0.5758279051099505,0.75875,0.6915422885572139
133,133,0.515946420431137,0.5757216129984174,0.76875,0.6915422885572139
134,134,0.5169986724853516,0.576232658965247,0.75375,0.7014925373134329
135,135,0.5164932680130004,0.5740352102688381,0.76375,0.7014925373134329
136,136,0.5176125097274781,0.5750976417745862,0.75375,0.7014925373134329
137,137,0.5154595744609832,0.5759903405393872,0.7625,0.6965174129353234
138,138,0.5144556236267089,0.5748061537742615,0.7625,0.6965174129353234
139,139,0.5152396750450134,0.5753877758979797,0.76375,0.6965174129353234
140,140,0.5155391275882721,0.5852477252483368,0.76875,0.6865671641791045
141,141,0.5192087650299072,0.5782586463860103,0.77125,0.7014925373134329
142,142,0.5149070227146149,0.5777446244444165,0.76125,0.6915422885572139
143,143,0.5131231474876404,0.575390888111932,0.76875,0.6965174129353234
144,144,0.5150431680679322,0.5769446023872921,0.7575,0.7014925373134329
145,145,0.5175588071346283,0.576933000768934,0.755,0.7014925373134329
146,146,0.5149519968032837,0.5777584782668522,0.77,0.6965174129353234
147,147,0.5123536705970764,0.5738219576222556,0.76625,0.7014925373134329
148,148,0.5113098132610321,0.5831440474305835,0.77125,0.6965174129353234
149,149,0.515642043352127,0.5782302618026733,0.7575,0.6865671641791045
150,150,0.5122726356983185,0.5789625857557569,0.7675,0.6915422885572139
151,151,0.5131616234779358,0.5760596862861088,0.75875,0.7014925373134329
152,152,0.5127247071266174,0.5772137939929962,0.775,0.6965174129353234
153,153,0.5113758647441864,0.5762500379766736,0.7625,0.7014925373134329
154,154,0.5116431164741516,0.5853558310440609,0.76625,0.6915422885572139
155,155,0.5106181514263153,0.5784532598086766,0.76375,0.6965174129353234
156,156,0.5111942160129547,0.577608334166663,0.75875,0.7014925373134329
157,157,0.5132708764076233,0.584206542798451,0.76,0.681592039800995
158,158,0.5087024152278901,0.5783799801553998,0.7625,0.7014925373134329
159,159,0.5111757218837738,0.5788292629378182,0.76125,0.7014925373134329
160,160,0.5108398830890656,0.5772575012275151,0.7625,0.7014925373134329
161,161,0.5091655218601226,0.5797565238816398,0.77,0.7064676616915423
162,162,0.5082058954238892,0.5831598086016518,0.765,0.6766169154228856
163,163,0.507971441745758,0.5792494756834847,0.765,0.7014925373134329
164,164,0.5081223893165588,0.5843018250805991,0.76625,0.6865671641791045
165,165,0.5071722066402435,0.5787106965269361,0.76625,0.7014925373134329
166,166,0.5114839470386505,0.5812055681432996,0.77,0.6915422885572139
167,167,0.508504912853241,0.5791785418987274,0.7675,0.7014925373134329
168,168,0.5057408022880554,0.5877809737409864,0.7675,0.6865671641791045
169,169,0.5080755198001862,0.5809648547853742,0.76625,0.7014925373134329
170,170,0.5106233382225036,0.5899877761091504,0.7725,0.6915422885572139
171,171,0.5068065655231476,0.580317463193621,0.7625,0.7014925373134329
172,172,0.5089211857318878,0.5826497205666133,0.77875,0.7014925373134329
173,173,0.5061201536655426,0.5823406449386052,0.77875,0.6965174129353234
174,174,0.5055323147773743,0.5861712268420628,0.76875,0.6865671641791045
175,175,0.5083337163925171,0.5878455340862274,0.76625,0.6865671641791045
176,176,0.5075587105751037,0.5828262269496918,0.77,0.6965174129353234
177,177,0.5058530187606811,0.5811536014080048,0.7725,0.7014925373134329
178,178,0.5055830538272857,0.5812129548617772,0.77,0.7014925373134329
179,179,0.5040737104415893,0.5832718993936267,0.7675,0.6965174129353234
180,180,0.5045817303657532,0.5863320103713444,0.76375,0.6965174129353234
181,181,0.5038163268566132,0.5818584816796439,0.77,0.7014925373134329
182,182,0.5047608149051667,0.5815620379788535,0.77375,0.7014925373134329
183,183,0.5086022055149079,0.5809492511408669,0.76,0.6965174129353234
184,184,0.5036049830913544,0.5840307431561607,0.77375,0.6915422885572139
185,185,0.503530844449997,0.5868630153792245,0.775,0.6965174129353234
186,186,0.5028793537616729,0.5845783054828644,0.765,0.6965174129353234
187,187,0.501679505109787,0.5828519250665393,0.7775,0.6965174129353234
188,188,0.5111307430267334,0.5850792058876583,0.755,0.7114427860696517
189,189,0.5009617233276367,0.5885978085654122,0.76875,0.6965174129353234
190,190,0.5040328919887542,0.5866129440920693,0.77375,0.6965174129353234
191,191,0.5021848285198212,0.5817344784736633,0.7725,0.6965174129353234
192,192,0.5013022089004516,0.5889458017689841,0.77125,0.6965174129353234
193,193,0.5038597917556763,0.5828077835696084,0.765,0.7114427860696517
194,194,0.503004093170166,0.5875063027654376,0.77125,0.7014925373134329
195,195,0.503170269727707,0.582768338067191,0.77,0.6965174129353234
196,196,0.5012685060501099,0.5818463691643306,0.7725,0.7014925373134329
197,197,0.5009001278877259,0.5924648131643023,0.76,0.6865671641791045
198,198,0.5022584080696106,0.5839385219982692,0.775,0.7064676616915423
199,199,0.5009512448310852,0.5821217724255153,0.7725,0.6965174129353234
